;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
277;[None];Diversifié;{u'date': u'2017-03-10', u'value': 14029068.8};{u'date': u'2017-03-10', u'value': 14029068.8};Euro;[None];{u'isin': u'FR0007433669', u'bloomberg': None, u'apir': None};18039;Euro;18043;{u'type': u'isin', u'value': u'FR0007433669'};FR0007433669;GF EURO CONVICTIONS [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007433669];[FR0007433669];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};GF EURO CONVICTIONS;{u'date': u'2017-03-10', u'value': 661.84};{u'date': u'2017-03-10', u'value': 661.84};Monde;[];6;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 14.5486117327}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 4.74969532944}, u'performance_5y': {u'date': u'2016-08-31', u'value': 36.0147481681}, u'performance_3y': {u'date': u'2017-02-28', u'value': 22.2194632795}};;;FR0007433669;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/gf-euro-convictions-classique-c-fr0007433669
278;[None];Diversifié;{u'date': u'2017-03-10', u'value': 19912930.62};{u'date': u'2017-03-10', u'value': 19912930.62};Euro;[None];{u'isin': u'FR0007056312', u'bloomberg': None, u'apir': None};18316;Euro;18381;{u'type': u'isin', u'value': u'FR0007056312'};FR0007056312;GF PATRIMOINE CONVICTIONS [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007056312];[FR0007056312];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};GF PATRIMOINE CONVICTIONS;{u'date': u'2017-03-10', u'value': 2623.01};{u'date': u'2017-03-10', u'value': 2623.01};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.59642269479}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 2.13855433415}, u'performance_5y': {u'date': u'2017-02-28', u'value': 39.2438798634}, u'performance_3y': {u'date': u'2017-02-28', u'value': 18.0051393021}};;;FR0007056312;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/gf-patrimoine-convictions-classique-c-fr0007056312
279;[None];Actions;{u'date': u'2017-03-12', u'value': 10936876.47};{u'date': u'2017-03-12', u'value': 10936876.47};Euro;[None];{u'isin': u'FR0007074356', u'bloomberg': None, u'apir': None};18269;Euro;18441;{u'type': u'isin', u'value': u'FR0007074356'};FR0007074356;ICP EVOLUTION [CLASSIQUE, H];Equity;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007074356];[FR0007074356];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};ICP EVOLUTION;{u'date': u'2017-03-12', u'value': 224.52};{u'date': u'2017-03-12', u'value': 224.52};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 17.4550788412}, u'performance_ytd': {u'date': u'2017-03-12', u'value': 3.95888317822}, u'performance_5y': {u'date': u'2017-02-28', u'value': 55.0017283097}, u'performance_3y': {u'date': u'2017-02-28', u'value': 28.9007703806}};;;FR0007074356;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/icp-evolution-classique-h-fr0007074356
280;[None];Marché monétaire;{u'date': u'2017-03-13', u'value': 334577.41};{u'date': u'2017-03-13', u'value': 334577.41};Euro;[INVSEC2 FP];{u'isin': u'FR0007449327', u'bloomberg': u'INVSEC2 FP', u'apir': None};7678;Euro;7681;{u'type': u'isin', u'value': u'FR0007449327'};FR0007449327;INVEST MONETAIRE 2 [CLASSIC, C];Money Market;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007449327];[FR0007449327];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};INVEST MONETAIRE 2;{u'date': u'2017-03-13', u'value': 2230.516};{u'date': u'2017-03-13', u'value': 2230.516};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.0334450783458}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.0341956339839}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.105154981533}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.222543716191}};;INVSEC2 FP;FR0007449327;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/invest-monetaire-2-classic-c-fr0007449327
281;[None];Marché monétaire;{u'date': u'2017-03-13', u'value': 640209.49};{u'date': u'2017-03-13', u'value': 334068.14};Euro;[INVSEC3 FP];{u'isin': u'FR0007020094', u'bloomberg': u'INVSEC3 FP', u'apir': None};7679;Euro;7682;{u'type': u'isin', u'value': u'FR0007020094'};FR0007020094;INVEST MONETAIRE 3 [CLASSIC, C];Money Market;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007020094];[FR0007020094];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};INVEST MONETAIRE 3;{u'date': u'2017-03-13', u'value': 2000.408};{u'date': u'2017-03-13', u'value': 2000.408};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.0329700811254}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.0340414610203}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.107511008807}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.222357485309}};;INVSEC3 FP;FR0007020094;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/invest-monetaire-3-classic-c-fr0007020094
282;[None];Marché monétaire;{u'date': u'2017-03-13', u'value': 11055269.34};{u'date': u'2017-03-13', u'value': 11055269.34};Euro;[INVSECE FP];{u'isin': u'FR0011501659', u'bloomberg': u'INVSECE FP', u'apir': None};14655;Euro;14656;{u'type': u'isin', u'value': u'FR0011501659'};FR0011501659;INVEST MONETAIRE 4 [CLASSIC, C];Money Market;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0011501659];[FR0011501659];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};INVEST MONETAIRE 4;{u'date': u'2017-03-13', u'value': 2003.3407};{u'date': u'2017-03-13', u'value': 2003.3407};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.0832839821713}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.0442963464496}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.0668021856176}};;INVSECE FP;FR0011501659;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/invest-monetaire-4-classic-c-fr0011501659
283;[None];Marché monétaire;{u'date': u'2017-03-13', u'value': 404085.54};{u'date': u'2017-03-13', u'value': 404085.54};Euro;[INVESEC FP];{u'isin': u'FR0007484399', u'bloomberg': u'INVESEC FP', u'apir': None};7677;Euro;7680;{u'type': u'isin', u'value': u'FR0007484399'};FR0007484399;INVEST MONETAIRE [CLASSIC, C];Money Market;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007484399];[FR0007484399];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};INVEST MONETAIRE;{u'date': u'2017-03-13', u'value': 2636.9111};{u'date': u'2017-03-13', u'value': 2636.9111};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.0333702669368}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.0341608852973}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.103128629886}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.219920875913}};;INVESEC FP;FR0007484399;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/invest-monetaire-classic-c-fr0007484399
284;[None];Investissements alternatifs & Autres;{u'date': u'2017-03-12', u'value': 22841940.3};{u'date': u'2017-03-12', u'value': 22841940.3};Euro;[ISESCTC FP];{u'isin': u'FR0011653781', u'bloomberg': u'ISESCTC FP', u'apir': None};15118;Euro;15156;{u'type': u'isin', u'value': u'FR0011653781'};FR0011653781;ISIS EUROPE SMALLCAP 2020 [CLASSIC, C];Alternatives & Other;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, None];[FR0011653781];[FR0011653781];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};ISIS EUROPE SMALLCAP 2020;{u'date': u'2017-03-12', u'value': 1204};{u'date': u'2017-03-12', u'value': 1204};Monde;[];6;Produits structurés;{u'performance_1y': {u'date': u'2017-02-28', u'value': 11.0991329666}, u'performance_ytd': {u'date': u'2017-03-12', u'value': 3.34941372384}, u'performance_3y': {u'date': u'2017-02-28', u'value': 20.5625324961}};;ISESCTC FP;FR0011653781;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/produits-structures/isis-europe-smallcap-2020-classic-c-fr0011653781
285;[None];Investissements alternatifs & Autres;{u'date': u'2017-03-12', u'value': 15052626.72};{u'date': u'2017-03-12', u'value': 15052626.72};Euro;[ISEV20C FP];{u'isin': u'FR0011882331', u'bloomberg': u'ISEV20C FP', u'apir': None};16077;Euro;16078;{u'type': u'isin', u'value': u'FR0011882331'};FR0011882331;ISIS EUROPE VALUE 2020 [CLASSIC, C];Alternatives & Other;;[DOC_FLYER-BPF, DOC_FP, DOC_REPA, DOC_REPS, None];[FR0011882331];[FR0011882331];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};ISIS EUROPE VALUE 2020;{u'date': u'2017-03-12', u'value': 1103.45};{u'date': u'2017-03-12', u'value': 1103.45};Monde;[];6;Produits structurés;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.0905562609}, u'performance_ytd': {u'date': u'2017-03-12', u'value': 1.46106881459}};;ISEV20C FP;FR0011882331;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/produits-structures/isis-europe-value-2020-classic-c-fr0011882331
286;[None];Actions;{u'date': u'2017-03-10', u'value': 86295949.14};{u'date': u'2017-03-10', u'value': 29963427.7};Euro;[BNPMIRP FP];{u'isin': u'FR0010703355', u'bloomberg': u'BNPMIRP FP', u'apir': None};1321;Euro;3557;{u'type': u'isin', u'value': u'FR0010703355'};FR0010703355;MAIF INVESTISSEMENT RESPONSABLE EUROPE [P, C];Equity;;[DOC_FLYERP, DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_TRANSPARENCY, DOC_XFR, DOC_FLYERP, DOC_KIID, DOC_TRANSPARENCY];[FR0010703355];[FR0010703355];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};MAIF INVESTISSEMENT RESPONSABLE EUROPE;{u'date': u'2017-03-10', u'value': 212.27};{u'date': u'2017-03-10', u'value': 212.27};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 10.3176700671}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 1.81303659648}, u'performance_5y': {u'date': u'2017-02-28', u'value': 47.9163713678}, u'performance_3y': {u'date': u'2017-02-28', u'value': 12.3304628633}};;BNPMIRP FP;FR0010703355;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/maif-investissement-responsable-europe-p-c-fr0010703355
287;[None];Actions;{u'date': u'2017-03-09', u'value': 6130975.27};{u'date': u'2017-03-09', u'value': 6130975.27};Euro;[None];{u'isin': u'FR0007031562', u'bloomberg': None, u'apir': None};18302;Euro;18390;{u'type': u'isin', u'value': u'FR0007031562'};FR0007031562;MULTIGERANTS DYNAMIQUE [CLASSIQUE, C];Equity;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007031562];[FR0007031562];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};MULTIGERANTS DYNAMIQUE;{u'date': u'2017-03-09', u'value': 148.63};{u'date': u'2017-03-09', u'value': 148.63};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.5941709155}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.0721220527}, u'performance_5y': {u'date': u'2017-02-28', u'value': 53.0093071355}, u'performance_3y': {u'date': u'2017-02-28', u'value': 18.9484685264}};;;FR0007031562;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/multigerants-dynamique-classique-c-fr0007031562
288;[None];Diversifié;{u'date': u'2017-03-09', u'value': 4656458.49};{u'date': u'2017-03-09', u'value': 4656458.49};Euro;[None];{u'isin': u'FR0007031588', u'bloomberg': None, u'apir': None};18511;Euro;18514;{u'type': u'isin', u'value': u'FR0007031588'};FR0007031588;MULTIGERANTS EQUILIBRE [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007031588];[FR0007031588];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};MULTIGERANTS EQUILIBRE;{u'date': u'2017-03-09', u'value': 154.49};{u'date': u'2017-03-09', u'value': 154.49};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 7.31910752763}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.5446299461}, u'performance_5y': {u'date': u'2017-02-28', u'value': 31.0918661912}, u'performance_3y': {u'date': u'2017-02-28', u'value': 12.2664146005}};;;FR0007031588;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/multigerants-equilibre-classique-c-fr0007031588
289;[None];Diversifié;{u'date': u'2017-03-09', u'value': 1141690.38};{u'date': u'2017-03-09', u'value': 1141690.38};Euro;[MULTPAA FP];{u'isin': u'FR0007031539', u'bloomberg': u'MULTPAA FP', u'apir': None};15534;Euro;15535;{u'type': u'isin', u'value': u'FR0007031539'};FR0007031539;MULTIGERANTS PATRIMOINE [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007031539];[FR0007031539];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};MULTIGERANTS PATRIMOINE;{u'date': u'2017-03-09', u'value': 137.32};{u'date': u'2017-03-09', u'value': 137.32};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.65576264739}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.380116959064}, u'performance_5y': {u'date': u'2017-02-28', u'value': 22.4913186715}, u'performance_3y': {u'date': u'2017-02-28', u'value': 13.0960210457}};;MULTPAA FP;FR0007031539;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/multigerants-patrimoine-classique-c-fr0007031539
290;[None];Produits de taux;{u'date': u'2017-03-13', u'value': 177515461.33};{u'date': u'2017-03-13', u'value': 177515461.33};Euro;[None];{u'isin': u'FR0007436654', u'bloomberg': None, u'apir': None};18242;Euro;18475;{u'type': u'isin', u'value': u'FR0007436654'};FR0007436654;MUNICH RE PLACEMENT [CLASSIQUE, C];Fixed Income;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007436654];[FR0007436654];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};MUNICH RE PLACEMENT;{u'date': u'2017-03-13', u'value': 28230.83};{u'date': u'2017-03-13', u'value': 28230.83};Monde;[];4;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.281774444534}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -3.90943994772}, u'performance_5y': {u'date': u'2017-02-28', u'value': 18.6063609306}, u'performance_3y': {u'date': u'2017-02-28', u'value': 10.4322889249}};;;FR0007436654;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/munich-re-placement-classique-c-fr0007436654
291;[None];Produits de taux;{u'date': u'2016-09-16', u'value': 160176.39};{u'date': u'2016-09-16', u'value': 160176.39};Euro;[None];{u'isin': u'FR0007027990', u'bloomberg': None, u'apir': None};18038;Euro;18044;{u'type': u'isin', u'value': u'FR0007027990'};FR0007027990;NATIO-FONDS HORIZON CATHOLIQUE [CLASSIQUE, C];Fixed Income;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_KIID];[FR0007027990];[FR0007027990];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};4;{u'date': None, u'value': None};NATIO-FONDS HORIZON CATHOLIQUE;{u'date': u'2016-09-16', u'value': 2107.58};{u'date': u'2016-09-16', u'value': 2107.58};Europe;[];1;Obligations européennes;{u'performance_1y': {u'date': u'2016-08-26', u'value': 0.0398684341672}, u'performance_ytd': {u'date': u'2016-09-09', u'value': 0.0199305278743}, u'performance_5y': {u'date': u'2016-08-26', u'value': 1.14933151616}, u'performance_3y': {u'date': u'2016-08-26', u'value': 0.274500475737}};;;FR0007027990;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-europeennes/natio-fonds-horizon-catholique-classique-c-fr0007027990
292;[None];Diversifié;{u'date': u'2017-03-06', u'value': 12813501.49};{u'date': u'2017-03-06', u'value': 12813501.49};Euro;[OBJACTI FP];{u'isin': u'FR0007018775', u'bloomberg': u'OBJACTI FP', u'apir': None};1160;Euro;3999;{u'type': u'isin', u'value': u'FR0007018775'};FR0007018775;OBJECTIF ACTIONS [CLASSIQUE, D];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007018775];[FR0007018775];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};OBJECTIF ACTIONS;{u'date': u'2017-03-06', u'value': 5.09};{u'date': u'2017-03-06', u'value': 5.09};Europe;[];4;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-27', u'value': 7.93746050364}, u'performance_ytd': {u'date': u'2017-03-06', u'value': 1.19284294235}, u'performance_5y': {u'date': u'2017-02-27', u'value': 35.4344209161}, u'performance_3y': {u'date': u'2017-02-27', u'value': 9.85798576894}};;OBJACTI FP;FR0007018775;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/objectif-actions-classique-d-fr0007018775
293;[None];Diversifié;{u'date': u'2017-03-10', u'value': 7940247.75};{u'date': u'2017-03-10', u'value': 7940247.75};Euro;[None];{u'isin': u'FR0007041496', u'bloomberg': None, u'apir': None};18290;Euro;18369;{u'type': u'isin', u'value': u'FR0007041496'};FR0007041496;PARJET DYNAMIQUE [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007041496];[FR0007041496];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARJET DYNAMIQUE;{u'date': u'2017-03-10', u'value': 1718.29};{u'date': u'2017-03-10', u'value': 1718.29};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.78944}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 2.31814500762}, u'performance_5y': {u'date': u'2017-02-28', u'value': 33.4085094139}, u'performance_3y': {u'date': u'2017-02-28', u'value': 17.967514338}};;;FR0007041496;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/parjet-dynamique-classique-c-fr0007041496
294;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 270779154.37};{u'date': u'2017-03-13', u'value': 44387342.99};Euro;[PAQUAPR LX, PAAQUAN LX, PAQUACL LX];{u'isin': u'LU1165135440', u'bloomberg': u'PAQUACL LX', u'apir': None};18006;Euro;18052;{u'type': u'isin', u'value': u'LU1165135440'};LU1165135440;PARVEST AQUA [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/dbc93708-51ea-4c63-af16-416cc8ed277c/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1165135879, LU1165135796, LU1165135440];[LU1165135879, LU1165135796, LU1165135440];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};PARVEST AQUA;{u'date': u'2017-03-13', u'value': 115.63};{u'date': u'2017-03-13', u'value': 115.63};Monde;[ISR];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 23.0909090909}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 4.69859770534}, u'performance_5y': {u'date': u'2017-02-28', u'value': 97.2745237594}, u'performance_3y': {u'date': u'2017-02-28', u'value': 45.3039105983}};;PAQUACL LX;LU1165135440;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-aqua-classic-c-lu1165135440
295;[None, None, None, None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 457353661.58};{u'date': u'2017-03-13', u'value': 127016302.58};Euro;[PARPRII LX, FLV350P LX, PARPRIA LX, FL350CC LX, FL350CD LX];{u'isin': u'LU0823447643', u'bloomberg': u'FL350CC LX', u'apir': None};13324;Euro;13415;{u'type': u'isin', u'value': u'LU0823447643'};LU0823447643;PARVEST BOND ABSOLUTE RETURN V350 [CLASSIC, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/c01fb2c3-49cd-4ce2-af32-85d954ad963c/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823447643, LU0823447999, LU0823448294, LU0823448450, LU0823448377];[LU0823447643, LU0823447999, LU0823448294, LU0823448450, LU0823448377];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};PARVEST BOND ABSOLUTE RETURN V350;{u'date': u'2017-03-13', u'value': 106.98};{u'date': u'2017-03-13', u'value': 106.98};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 0.0749203970781}, u'performance_ytd': {u'date': u'2017-03-10', u'value': -0.0560800074773}, u'performance_5y': {u'date': u'2017-02-28', u'value': 3.8988818668}, u'performance_3y': {u'date': u'2017-02-28', u'value': -1.12879348631}};;FL350CC LX;LU0823447643;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/parvest-bond-absolute-return-v350-classic-c-lu0823447643
296;[None, None, None, None, None, None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 119984108.44};{u'date': u'2017-03-13', u'value': 4075985.87};Euro;[PVGLCPR LX, PARINBL LX, PBK3749 LX, None, PARINBI LX, PARINBP LX, PACBCEI LX];{u'isin': u'LU1104114647', u'bloomberg': u'PACBCEI LX', u'apir': None};1019;Euro;17813;{u'type': u'isin', u'value': u'LU1104114647'};LU1104114647;PARVEST BOND ABSOLUTE RETURN V700 [CLASSIC, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/ad2feda4-fbc5-4fa1-a4d5-9f08d7c4481e/512', u'extension': u'pdf'};[DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0111463419, LU0107086562, LU1104114647, LU1104114993, LU0038743380, LU0925123803, LU0102019857];[LU0111463419, LU0107086562, LU1104114647, LU1104114993, LU0038743380, LU0925123803, LU0102019857];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};PARVEST BOND ABSOLUTE RETURN V700;{u'date': u'2017-03-13', u'value': 90.86};{u'date': u'2017-03-13', u'value': 90.86};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -1.59436008677}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 0.0220118864186}};;PACBCEI LX;LU1104114647;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/parvest-bond-absolute-return-v700-classic-c-lu1104114647
